6071000103,0
6071000104,0
6071000105,0
6071000107,0
6071000108,0
6071000109,0
6071000111,0
6071000113,0
6071000115,0
6071000116,0
6071000117,0
6071000118,0
6071000201,0
6071000203,0
6071000205,0
6071000207,0
6071000208,0
6071000301,0
6071000303,0
6071000304,0
6071000401,0
6071000403,0
6071000404,0
6071000501,0
6071000503,0
6071000504,0
6071000603,0
6071000604,0
6071000605,0
6071000606,0
6071000804,0
6071000808,0
6071000812,0
6071000813,0
6071000814,0
6071000815,0
6071000816,0
6071000817,0
6071000818,0
6071000819,0
6071000820,0
6071000821,0
6071000823,0
6071000824,0
6071000825,0
6071000826,0
6071000901,0
6071000903,0
6071000904,0
6071001001,0
6071001002,0
6071001101,0
6071001103,0
6071001104,0
6071001200,0
6071001305,0
6071001307,0
6071001308,0
6071001309,0
6071001310,0
6071001311,0
6071001312,0
6071001400,0
6071001501,0
6071001503,0
6071001504,0
6071001600,0
6071001702,0
6071001703,0
6071001704,0
6071001706,0
6071001707,0
6071001803,0
6071001804,0
6071001806,0
6071001808,0
6071001809,0
6071001810,0
6071001812,0
6071001813,0
6071001901,0
6071001903,0
6071001905,0
6071001906,0
6071002010,0
6071002011,0
6071002013,0
6071002014,0
6071002015,0
6071002016,0
6071002017,0
6071002018,0
6071002019,0
6071002021,0
6071002022,0
6071002023,0
6071002025,1
6071002027,0
6071002028,0
6071002029,0
6071002031,0
6071002033,0
6071002034,0
6071002035,0
6071002036,0
6071002037,0
6071002038,0
6071002101,0
6071002103,0
6071002105,0
6071002107,0
6071002109,0
6071002110,1
6071002204,0
6071002206,0
6071002207,1
6071002301,0
6071002304,0
6071002305,1
6071002306,0
6071002307,0
6071002401,0
6071002402,0
6071002501,0
6071002502,0
6071002601,1
6071002602,0
6071002604,0
6071002606,0
6071002607,0
6071002703,0
6071002704,0
6071002705,0
6071002706,0
6071002801,0
6071002803,0
6071002804,0
6071002901,0
6071002902,0
6071003000,0
6071003101,0
6071003102,0
6071003200,0
6071003301,0
6071003302,1
6071003401,0
6071003403,0
6071003404,0
6071003405,0
6071003503,0
6071003505,0
6071003506,0
6071003507,0
6071003509,0
6071003510,0
6071003603,0
6071003605,0
6071003606,0
6071003607,0
6071003609,1
6071003611,0
6071003612,1
6071003700,0
6071003801,0
6071003803,0
6071003804,0
6071003900,0
6071004001,0
6071004003,0
6071004004,0
6071004101,0
