6071000103,0
6071000104,0
6071000105,0
6071000107,0
6071000108,0
6071000109,0
6071000111,0
6071000113,0
6071000115,0
6071000116,0
6071000117,0
6071000118,0
6071000201,0
6071000203,0
6071000205,0
6071000207,0
6071000208,0
6071000301,0
6071000303,0
6071000304,0
6071000401,0
6071000403,0
6071000404,0
6071000501,0
6071000503,0
6071000504,0
6071000603,0
6071000604,0
6071000605,0
6071000606,0
6071000804,0
6071000808,0
6071000812,0
6071000813,0
6071000814,0
6071000815,0
6071000816,0
6071000817,0
6071000818,0
6071000819,0
6071000820,0
6071000821,0
6071000823,0
